long,lat,order,hole,piece,group,id,Town
-71.06894956,42.36736135,8182,FALSE,3,Back Bay Downtown.3,Back Bay Downtown,Back Bay Downtown
-71.06896956,42.36734135,8183,FALSE,3,Back Bay Downtown.3,Back Bay Downtown,Back Bay Downtown
-71.06908956,42.36722135,8184,FALSE,3,Back Bay Downtown.3,Back Bay Downtown,Back Bay Downtown
-71.06917956,42.36714135,8185,FALSE,3,Back Bay Downtown.3,Back Bay Downtown,Back Bay Downtown
-71.06921956,42.36710135,8186,FALSE,3,Back Bay Downtown.3,Back Bay Downtown,Back Bay Downtown
-71.06998319,42.36629795,8187,FALSE,3,Back Bay Downtown.3,Back Bay Downtown,Back Bay Downtown
-71.06862956,42.36812134,8188,FALSE,4,Back Bay Downtown.4,Back Bay Downtown,Back Bay Downtown
-71.06897956,42.36805135,8189,FALSE,4,Back Bay Downtown.4,Back Bay Downtown,Back Bay Downtown
-71.06899265,42.36805691,8190,FALSE,4,Back Bay Downtown.4,Back Bay Downtown,Back Bay Downtown
-71.06937956,42.36822135,8191,FALSE,4,Back Bay Downtown.4,Back Bay Downtown,Back Bay Downtown
-71.06940979,42.36824115,8192,FALSE,4,Back Bay Downtown.4,Back Bay Downtown,Back Bay Downtown
-71.06966956,42.36841135,8193,FALSE,4,Back Bay Downtown.4,Back Bay Downtown,Back Bay Downtown
-71.06988956,42.36847135,8194,FALSE,4,Back Bay Downtown.4,Back Bay Downtown,Back Bay Downtown
-71.06983956,42.36852134,8195,FALSE,4,Back Bay Downtown.4,Back Bay Downtown,Back Bay Downtown
-71.06942956,42.36888134,8196,FALSE,4,Back Bay Downtown.4,Back Bay Downtown,Back Bay Downtown
-71.06937956,42.36893135,8197,FALSE,4,Back Bay Downtown.4,Back Bay Downtown,Back Bay Downtown
-71.06904123,42.36893135,8198,FALSE,4,Back Bay Downtown.4,Back Bay Downtown,Back Bay Downtown
-71.06869956,42.36893135,8199,FALSE,4,Back Bay Downtown.4,Back Bay Downtown,Back Bay Downtown
-71.06832956,42.36893134,8200,FALSE,4,Back Bay Downtown.4,Back Bay Downtown,Back Bay Downtown
-71.06780956,42.36893134,8201,FALSE,4,Back Bay Downtown.4,Back Bay Downtown,Back Bay Downtown
-71.06745956,42.36893135,8202,FALSE,4,Back Bay Downtown.4,Back Bay Downtown,Back Bay Downtown
-71.06769956,42.36884135,8203,FALSE,4,Back Bay Downtown.4,Back Bay Downtown,Back Bay Downtown
-71.06821956,42.36849135,8204,FALSE,4,Back Bay Downtown.4,Back Bay Downtown,Back Bay Downtown
-71.06855004,42.36819311,8205,FALSE,4,Back Bay Downtown.4,Back Bay Downtown,Back Bay Downtown
-71.06862956,42.36812134,8206,FALSE,4,Back Bay Downtown.4,Back Bay Downtown,Back Bay Downtown
-71.06940956,42.38491134,28104,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06933956,42.38483134,28105,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06923956,42.38486134,28106,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06908956,42.38498134,28107,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06882956,42.38515134,28108,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06864956,42.38514134,28109,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06840956,42.38503134,28110,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06765956,42.38556134,28111,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06600956,42.38547134,28112,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06609956,42.38529134,28113,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06493956,42.38480134,28114,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06467956,42.38505134,28115,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06371956,42.38498134,28116,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06371956,42.38517134,28117,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06479956,42.38523134,28118,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06478956,42.38534134,28119,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06368139,42.3852555,28120,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06336956,42.38523134,28121,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06338956,42.38515134,28122,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06348956,42.38515134,28123,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06345956,42.38505134,28124,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06334956,42.38505134,28125,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06428956,42.38375134,28126,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06397956,42.38363134,28127,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06379956,42.38382134,28128,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06351956,42.38370134,28129,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06261956,42.38483134,28130,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06241956,42.38476134,28131,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06223956,42.38498134,28132,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06209835,42.3849685,28133,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06058956,42.38483134,28134,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06067956,42.38465134,28135,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06135956,42.38473134,28136,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06238956,42.38344134,28137,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06222956,42.38340134,28138,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06197956,42.38367134,28139,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06189956,42.38366134,28140,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06160956,42.38402134,28141,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06128956,42.38395134,28142,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06139956,42.38366134,28143,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06151956,42.38367134,28144,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06174956,42.38338134,28145,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06109956,42.38329134,28146,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06000956,42.38479134,28147,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05959956,42.38462134,28148,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06028956,42.38328134,28149,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06000956,42.38323134,28150,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05877956,42.38491134,28151,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05781956,42.38479629,28152,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05610956,42.38459134,28153,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05034957,42.38402134,28154,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05050957,42.38389134,28155,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05005957,42.38363134,28156,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04973957,42.38392134,28157,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04883957,42.38379134,28158,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04869957,42.38375134,28159,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04857957,42.38372134,28160,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04848957,42.38368134,28161,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04846957,42.38366134,28162,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04763957,42.38337134,28163,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04723957,42.38277134,28164,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04746957,42.38163134,28165,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04938957,42.38204134,28166,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04967957,42.38163134,28167,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.0479152,42.38130922,28168,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04726957,42.38119134,28169,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04764957,42.37984134,28170,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04777166,42.37985823,28171,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05111957,42.38032134,28172,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05133957,42.38051134,28173,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05140957,42.38057134,28174,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05147957,42.38064134,28175,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05153957,42.38070134,28176,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05182957,42.38073134,28177,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05512957,42.38117134,28178,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05736957,42.38147134,28179,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05730956,42.38156134,28180,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05678957,42.38161134,28181,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05745956,42.38181134,28182,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05756957,42.38149134,28183,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05804956,42.38154134,28184,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05827957,42.38149134,28185,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05846956,42.38130134,28186,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05849957,42.38113134,28187,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05837956,42.38098134,28188,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05817956,42.38085134,28189,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05644957,42.38032134,28190,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05501957,42.38006134,28191,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05492957,42.38010134,28192,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05420957,42.38003134,28193,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05219957,42.37984134,28194,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05205957,42.37983134,28195,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05198957,42.37981134,28196,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05195957,42.37980134,28197,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05167957,42.37978134,28198,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05098957,42.37952134,28199,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05086957,42.37967134,28200,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04821957,42.37929134,28201,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04811783,42.37895024,28202,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04804957,42.37872134,28203,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04750957,42.37692134,28204,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04764957,42.37690134,28205,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04783957,42.37700134,28206,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04901957,42.37805134,28207,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04917957,42.37805134,28208,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04930957,42.37796134,28209,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04929957,42.37787134,28210,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04793957,42.37664134,28211,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04806957,42.37647134,28212,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04928957,42.37716134,28213,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04961957,42.37674134,28214,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04796957,42.37575134,28215,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04807957,42.37555134,28216,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04973957,42.37649134,28217,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04976864,42.37640959,28218,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04989957,42.37604134,28219,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04825957,42.37493134,28220,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04854038,42.374728,28221,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04854957,42.37472134,28222,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04911957,42.37510134,28223,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04970957,42.37546134,28224,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05012975,42.37522385,28225,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05016957,42.37520134,28226,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05037957,42.37536134,28227,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05066957,42.37517134,28228,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05062583,42.37512032,28229,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05060957,42.37510134,28230,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04867957,42.37334134,28231,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04876514,42.37322317,28232,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04888957,42.37305134,28233,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05057957,42.37443134,28234,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05073957,42.37386134,28235,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04918957,42.37256134,28236,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04930277,42.37246146,28237,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04935957,42.37241134,28238,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05080957,42.37357134,28239,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05082957,42.37343134,28240,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05112957,42.37325134,28241,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.04964957,42.37188134,28242,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05005957,42.37165134,28243,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05158957,42.37298134,28244,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05205957,42.37272134,28245,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05054957,42.37130134,28246,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05076957,42.37122134,28247,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05266957,42.37290134,28248,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05275957,42.37285134,28249,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05437957,42.37427134,28250,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05452957,42.37432134,28251,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05465957,42.37426134,28252,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05469957,42.37420134,28253,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05469957,42.37414134,28254,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05282957,42.37241134,28255,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05294957,42.37235134,28256,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05301957,42.37231134,28257,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05376957,42.37295134,28258,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05395957,42.37281134,28259,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05369957,42.37253134,28260,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05376957,42.37244134,28261,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05323957,42.37192134,28262,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05350957,42.37186134,28263,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05576957,42.37360134,28264,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05587957,42.37353134,28265,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05486957,42.37266134,28266,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05495957,42.37256134,28267,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05411957,42.37182134,28268,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05451543,42.37175635,28269,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05478957,42.37171134,28270,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05687957,42.37266134,28271,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05765957,42.37217134,28272,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05611957,42.37147134,28273,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05602957,42.37137134,28274,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05638278,42.37120795,28275,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05749957,42.37069134,28276,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05769957,42.37066134,28277,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05909956,42.37132134,28278,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05932957,42.37137134,28279,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05956956,42.37134134,28280,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05993957,42.37118134,28281,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06006956,42.37102134,28282,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05991956,42.37084134,28283,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05971957,42.37069134,28284,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05973956,42.37056134,28285,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06006956,42.37053134,28286,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05948957,42.36980134,28287,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.05994956,42.36957134,28288,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06049956,42.37015134,28289,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06054774,42.37012868,28290,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06066956,42.37007134,28291,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06080957,42.37001134,28292,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06116956,42.36980134,28293,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06121107,42.36964363,28294,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06121956,42.36961134,28295,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06104957,42.36890134,28296,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06087956,42.36892134,28297,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06081957,42.36873134,28298,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06098956,42.36868134,28299,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06183956,42.36844134,28300,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06196956,42.36867135,28301,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06160956,42.36878134,28302,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06176956,42.36930135,28303,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06185956,42.36930134,28304,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06194956,42.36933134,28305,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06206956,42.36936134,28306,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06237956,42.36934134,28307,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06261956,42.36931135,28308,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06273956,42.36931134,28309,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06330956,42.36928134,28310,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06336956,42.36928134,28311,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06371956,42.36927134,28312,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06400956,42.36925134,28313,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06409956,42.36926135,28314,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06415956,42.36926134,28315,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06465956,42.36968134,28316,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06485956,42.36986135,28317,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06512956,42.37007134,28318,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06522956,42.37018134,28319,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06752956,42.37183134,28320,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06778956,42.37202134,28321,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06809956,42.37215134,28322,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06847956,42.37223134,28323,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06889956,42.37234134,28324,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06910956,42.37234134,28325,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06931956,42.37230134,28326,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06956956,42.37217134,28327,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06971956,42.37209134,28328,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06983956,42.37207134,28329,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07002956,42.37212134,28330,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07047956,42.37224134,28331,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07058956,42.37226134,28332,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07226956,42.37246134,28333,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07259956,42.37330134,28334,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07275956,42.37367134,28335,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07283956,42.37386134,28336,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07290956,42.37403134,28337,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07297956,42.37420134,28338,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07325956,42.37487134,28339,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07339956,42.37517134,28340,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07353956,42.37544134,28341,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07368956,42.37565134,28342,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07386956,42.37600134,28343,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07390956,42.37611134,28344,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07546956,42.37865134,28345,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07598956,42.38013134,28346,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07645956,42.38034134,28347,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07658956,42.38036134,28348,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07667956,42.38038134,28349,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07698956,42.38043134,28350,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07720956,42.38047134,28351,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07743956,42.38051134,28352,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07765956,42.38055134,28353,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.08052956,42.38043134,28354,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.08054956,42.38100134,28355,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.08059301,42.3810361,28356,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.08089956,42.38128134,28357,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.08086956,42.38215134,28358,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.08090956,42.38233134,28359,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.08088956,42.38239134,28360,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.08084956,42.38243134,28361,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.08010956,42.38274134,28362,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07985956,42.38286134,28363,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07978956,42.38291134,28364,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07951956,42.38328134,28365,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07870956,42.38427134,28366,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07788956,42.38522134,28367,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07769956,42.38545134,28368,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07759956,42.38556134,28369,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07739956,42.38578134,28370,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07740956,42.38594134,28371,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07727956,42.38606134,28372,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07693956,42.38616134,28373,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07684956,42.38627134,28374,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07668956,42.38703134,28375,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07607956,42.38791134,28376,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07422956,42.39057134,28377,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07410956,42.39057134,28378,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07268306,42.3881679,28379,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07245956,42.38779134,28380,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07220956,42.38770134,28381,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06977956,42.38640134,28382,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.07051956,42.38593134,28383,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06995956,42.38549134,28384,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06949956,42.38544134,28385,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06939956,42.38534134,28386,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06936956,42.38514134,28387,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06940956,42.38500134,28388,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06940956,42.38491134,28389,FALSE,1,Charlestown.1,Charlestown,Charlestown
-71.06737956,42.39341134,28390,FALSE,2,Charlestown.2,Charlestown,Charlestown
-71.06846956,42.39243134,28391,FALSE,2,Charlestown.2,Charlestown,Charlestown
-71.06980956,42.39080134,28392,FALSE,2,Charlestown.2,Charlestown,Charlestown
-71.07052956,42.38958134,28393,FALSE,2,Charlestown.2,Charlestown,Charlestown
-71.07096956,42.38974134,28394,FALSE,2,Charlestown.2,Charlestown,Charlestown
-71.07114956,42.38981134,28395,FALSE,2,Charlestown.2,Charlestown,Charlestown
-71.07064956,42.39055134,28396,FALSE,2,Charlestown.2,Charlestown,Charlestown
